15412208081076;1588080640;1060179968;527900672
15412208528076;1588080640;1060179968;527900672
15412208856076;1588080640;1060179968;527900672
15412209328076;1588080640;1060179968;527900672
15412209878076;1588080640;1060179968;527900672
15412210347076;1588080640;1060179968;527900672
15412212390076;1588080640;1060179968;527900672
15412218400076;1588080640;1060036608;528044032
15412219860076;1588080640;1060036608;528044032
15412220314076;1588080640;1060036608;528044032
15412221352076;1588080640;1060036608;528044032
15412223255076;1588080640;1060036608;528044032
15412224008076;1588080640;1060036608;528044032
15412224983076;1588080640;1060036608;528044032
15412226109076;1588080640;1060036608;528044032
15412226280076;1588080640;1060036608;528044032
15412228006076;1588080640;1060036608;528044032
15412228609076;1588080640;1060036608;528044032
15412228972076;1588080640;1060036608;528044032
15412229536076;1588080640;1060036608;528044032
15412229944076;1588080640;1060036608;528044032
15412230325076;1588080640;1060036608;528044032
15412230964076;1588080640;1060028416;528052224
15412231133076;1588080640;1060028416;528052224
15412231286076;1588080640;1060028416;528052224
15412232723076;1588080640;1060028416;528052224
15412233114076;1588080640;1060028416;528052224
15412233503076;1588080640;1060028416;528052224
15412234063076;1588080640;1060028416;528052224
15412234452076;1588080640;1060028416;528052224
15412234840076;1588080640;1060028416;528052224
15412235228076;1588080640;1060028416;528052224
15412235393076;1588080640;1060028416;528052224
15412237976076;1588080640;1060028416;528052224
15412238175076;1588080640;1060028416;528052224
15412240041076;1588080640;1060028416;528052224
15412240524076;1588080640;1060028416;528052224
15412241382076;1588080640;1060028416;528052224
15412241789076;1588080640;1060028416;528052224
15412242217076;1588080640;1060028416;528052224
15412242599076;1588080640;1060028416;528052224
15412242959076;1588080640;1060028416;528052224
15412243401076;1588080640;1060028416;528052224
15412244310076;1588080640;1060028416;528052224
15412244843076;1588080640;1060028416;528052224
15412245229076;1588080640;1060028416;528052224
15412245785076;1588080640;1060028416;528052224
15412246156076;1588080640;1060028416;528052224
15412246556076;1588080640;1060028416;528052224
15412246914076;1588080640;1060028416;528052224
15412247283076;1588080640;1060028416;528052224
15412247633076;1588080640;1060028416;528052224
15412247933076;1588080640;1060028416;528052224
15412248705076;1588080640;1059901440;528179200
15412249330076;1588080640;1059901440;528179200
15412249742076;1588080640;1059901440;528179200
15412250169076;1588080640;1059901440;528179200
15412250966076;1588080640;1059901440;528179200
15412251342076;1588080640;1059901440;528179200
15412251714076;1588080640;1059901440;528179200
15412252192076;1588080640;1059901440;528179200
15412252382076;1588080640;1059901440;528179200
15412252991076;1588080640;1059901440;528179200
15412253192076;1588080640;1059901440;528179200
15412253870076;1588080640;1060003840;528076800
15412254162076;1588080640;1060003840;528076800
15412254968076;1588080640;1060003840;528076800
15412255847076;1588080640;1060003840;528076800
15412256671076;1588080640;1060003840;528076800
15412257241076;1588080640;1060003840;528076800
15412257614076;1588080640;1060003840;528076800
15412258069076;1588080640;1060003840;528076800
15412259266076;1588080640;1060003840;528076800
15412259815076;1588080640;1060003840;528076800
15412260099076;1588080640;1060003840;528076800
15412261034076;1588080640;1060003840;528076800
15412261561076;1588080640;1060003840;528076800
15412262101076;1588080640;1060003840;528076800
15412262754076;1588080640;1060003840;528076800
15412263152076;1588080640;1060003840;528076800
15412263339076;1588080640;1060003840;528076800
15412264210076;1588080640;1060003840;528076800
15412264908076;1588080640;1060003840;528076800
15412265745076;1588080640;1060003840;528076800
15412266346076;1588080640;1060003840;528076800
15412266704076;1588080640;1060003840;528076800
15412267223076;1588080640;1060003840;528076800
15412268048076;1588080640;1060003840;528076800
15412268426076;1588080640;1060003840;528076800
15412269350076;1588080640;1060003840;528076800
15412273267076;1588080640;1060003840;528076800
15412274824076;1588080640;1060003840;528076800
15412276966076;1588080640;1060003840;528076800
15412283857076;1588080640;1060003840;528076800
15412285008076;1588080640;1060003840;528076800
15412285206076;1588080640;1060003840;528076800
15412286437076;1588080640;1060003840;528076800
15412286825076;1588080640;1060003840;528076800
15412287253076;1588080640;1060003840;528076800
15412287712076;1588080640;1060003840;528076800
15412288192076;1588080640;1060003840;528076800
15412288973076;1588080640;1060003840;528076800
15412289491076;1588080640;1060003840;528076800
15412289873076;1588080640;1060003840;528076800
15412290654076;1588080640;1060003840;528076800
15412291065076;1588080640;1060003840;528076800
15412291522076;1588080640;1060003840;528076800
15412292866076;1588080640;1060003840;528076800
15412293250076;1588080640;1060003840;528076800
15412293687076;1588080640;1060003840;528076800
15412294087076;1588080640;1060003840;528076800
15412294443076;1588080640;1060003840;528076800
15412294978076;1588080640;1060003840;528076800
15412295348076;1588080640;1060003840;528076800
15412295716076;1588080640;1060003840;528076800
15412296079076;1588080640;1060003840;528076800
15412296457076;1588080640;1060003840;528076800
15412296836076;1588080640;1060003840;528076800
15412297214076;1588080640;1060003840;528076800
15412297554076;1588080640;1060003840;528076800
15412298001076;1588080640;1060003840;528076800
15412298697076;1588080640;1060003840;528076800
15412299173076;1588080640;1060003840;528076800
15412299569076;1588080640;1060003840;528076800
15412299720076;1588080640;1060003840;528076800
15412299922076;1588080640;1060003840;528076800
15412300127076;1588080640;1060003840;528076800
15412300522076;1588080640;1060003840;528076800
15412300916076;1588080640;1060003840;528076800
15412301851076;1588080640;1060003840;528076800
15412303962076;1588080640;1060003840;528076800
15412304139076;1588080640;1060003840;528076800
15412304329076;1588080640;1060003840;528076800
15412304665076;1588080640;1060003840;528076800
15412305263076;1588080640;1060003840;528076800
15412305920076;1588080640;1060003840;528076800
15412306328076;1588080640;1060003840;528076800
15412306695076;1588080640;1060003840;528076800
15412307083076;1588080640;1060003840;528076800
15412307463076;1588080640;1060003840;528076800
15412307846076;1588080640;1060003840;528076800
15412308199076;1588080640;1060003840;528076800
15412308931076;1588080640;1060003840;528076800
15412309267076;1588080640;1060003840;528076800
15412311842076;1588080640;1060003840;528076800
15412312667076;1588080640;1060003840;528076800
15412313145076;1588080640;1060003840;528076800
15412313522076;1588080640;1060003840;528076800
15412313889076;1588080640;1060003840;528076800
15412314275076;1588080640;1060003840;528076800
15412315322076;1588080640;1060003840;528076800
15412317473076;1588080640;1060003840;528076800
15412318493076;1588080640;1060003840;528076800
15412319026076;1588080640;1060003840;528076800
15412319472076;1588080640;1060003840;528076800
15412319871076;1588080640;1060003840;528076800
15412321505076;1588080640;1060003840;528076800
15412322824076;1588080640;1060003840;528076800
15412323666076;1588080640;1060003840;528076800
15412325737076;1588080640;1060003840;528076800
15412326119076;1588080640;1060003840;528076800
15412326496076;1588080640;1060003840;528076800
15412326854076;1588080640;1060003840;528076800
15412327274076;1588080640;1060003840;528076800
15412327640076;1588080640;1060003840;528076800
15412328022076;1588080640;1060003840;528076800
15412328443076;1588080640;1060003840;528076800
15412329197076;1588080640;1060003840;528076800
15412329742076;1588080640;1060003840;528076800
15412329901076;1588080640;1060003840;528076800
15412330275076;1588080640;1060003840;528076800
15412330619076;1588080640;1060003840;528076800
15412331451076;1588080640;1060003840;528076800
15412331840076;1588080640;1060003840;528076800
15412333149076;1588080640;1060003840;528076800
15412333455076;1588080640;1060003840;528076800
15412334049076;1588080640;1060003840;528076800
15412334744076;1588080640;1060003840;528076800
15412335380076;1588080640;1060003840;528076800
15412336171076;1588080640;1060003840;528076800
15412336556076;1588080640;1060003840;528076800
15412336975076;1588080640;1060003840;528076800
15412337373076;1588080640;1060003840;528076800
15412337754076;1588080640;1060003840;528076800
15412338786076;1588080640;1060003840;528076800
15412341363076;1588080640;1060003840;528076800
15412342151076;1588080640;1060003840;528076800
15412342626076;1588080640;1060003840;528076800
15412342982076;1588080640;1060003840;528076800
15412343369076;1588080640;1060003840;528076800
15412343742076;1588080640;1060003840;528076800
