3137762966745;6;19;0;0
3138783357623;7;14;0;0
3139799484903;7;20;0;0
3140845768299;8;18;0;0
3141903263070;7;18;0;0
3142963259848;7;22;0;0
3144014537426;5;25;0;0
3145070631575;5;28;0;0
3146138791940;8;23;0;0
3147188345079;8;28;0;0
3148238297965;6;28;0;0
3149287510873;5;29;0;0
3150348997271;5;29;0;0
3151408991107;6;30;0;0
3152460020932;8;28;0;0
3153541276712;4;30;0;0
3154618030136;4;32;0;0
3155666782487;6;25;0;0
3156717557887;5;30;0;0
3157778158803;4;29;0;0
3158831839597;6;31;0;0
3159885502219;7;29;0;0
3160936185708;7;29;0;0
3161986161863;7;31;0;0
3163035809868;7;28;0;0
3164121013918;7;29;0;0
3165185803896;4;31;0;0
3166237746535;7;28;0;0
3167290627329;7;28;0;0
3168349293731;8;27;0;0
3169396108147;8;24;0;0
3170473731063;6;21;0;0
3171525550822;9;17;0;0
3172619383426;9;14;0;0
3173665985256;6;13;0;0
3174755734815;7;14;0;0
3175806009018;6;13;0;0
3176857116568;7;14;0;0
3177915251799;8;13;0;0
3178965462118;5;15;0;0
3180057256390;4;16;0;0
3181107438893;7;12;0;0
3182155990912;6;14;0;0
3183205244050;6;12;0;0
3184261388891;6;14;0;0
3185315558896;7;14;0;0
3186407444567;7;14;0;0
3187461708733;6;14;0;0
3188515411983;7;13;0;0
3189567702325;7;13;0;0
3190668094504;7;13;0;0
3191720894289;8;13;0;0
3192776599959;6;15;0;0
3193831239260;5;16;0;0
3194884855841;7;16;0;0
3195981402237;7;13;0;0
3197026444008;5;14;0;0
3198094622348;8;14;0;0
3199144608945;6;14;0;0
3200197180951;6;11;0;0
3201248011193;6;14;0;0
3202302625585;5;22;0;0
3203381083208;6;21;0;0
3204426567844;6;21;0;0
3205487783807;5;30;0;0
3206547400235;6;28;0;0
3207619232632;6;28;0;0
3208671323492;4;30;0;0
3209752109537;5;31;0;0
3210806818206;7;30;0;0
3211862789819;5;31;0;0
3212918961553;6;28;0;0
3213970415608;6;30;0;0
3215015241935;7;28;0;0
3216073149281;5;29;0;0
3217127154959;6;31;0;0
3218189008981;6;30;0;0
3219248820250;6;30;0;0
3220299259379;5;30;0;0
3221351815326;6;31;0;0
3222406523077;9;26;0;0
3223460456808;5;30;0;0
3224522344743;6;29;0;0
3225580983379;6;29;0;0
3226636690474;5;28;0;0
3227688118550;9;24;0;0
3228757654396;7;24;0;0
3229806837125;7;22;0;0
3230856387996;8;18;0;0
3231905595381;8;15;0;0
3233001958012;5;18;0;0
3234096778707;7;16;0;0
3235145251333;5;16;0;0
