4418760768561;8;19;0;0
4419781923762;6;21;0;0
4420877328699;5;21;0;0
4421925347604;4;19;0;0
4422984449914;8;13;0;0
4424035890411;8;13;0;0
4425090835103;9;15;0;0
4426148575551;5;26;0;0
4427205421462;5;28;0;0
4428264871541;7;27;0;0
4429321448878;2;30;0;0
4430382039164;7;26;0;0
4431437194494;6;25;0;0
4432490937961;5;28;0;0
4433571698171;4;28;0;0
4434625502116;4;26;0;0
4435684031675;5;28;0;0
4436744761405;4;24;0;0
4437795655263;8;23;0;0
4438846663083;6;24;0;0
4439895052226;8;20;0;0
4440949413222;5;21;0;0
4442004981023;5;17;0;0
4443054780954;8;13;0;0
4444145611871;6;13;0;0
4445240303026;5;12;0;0
4446285104147;6;12;0;0
4447345679945;9;14;0;0
4448395541746;5;16;0;0
4449488404593;7;12;0;0
4450535424285;6;13;0;0
4451631868482;6;14;0;0
4452686577845;7;13;0;0
4453734960385;7;12;0;0
4454785455884;8;11;0;0
4455842708813;8;17;0;0
4456907082141;7;19;0;0
4457963933563;8;16;0;0
4459015882697;6;20;0;0
4460067410651;7;19;0;0
4461115223836;11;16;0;0
4462196061646;7;17;0;0
4463245354772;6;18;0;0
4464299544699;7;20;0;0
4465356503136;9;16;0;0
4466404610087;7;19;0;0
4467463038988;5;21;0;0
4468521493609;6;26;0;0
4469575412629;4;27;0;0
4470628996803;6;22;0;0
4471689145933;8;23;0;0
4472745938213;5;26;0;0
4473801199252;4;25;0;0
4474862373062;5;26;0;0
4475916022187;4;23;0;0
4476965923167;5;21;0;0
4478017023324;7;18;0;0
4479068838325;6;15;0;0
4480125471755;4;15;0;0
4481155809626;6;14;0;0
4482205679936;8;14;0;0
4483310108200;6;13;0;0
4484355731284;6;15;0;0
4485409691983;5;14;0;0
4486466563158;6;15;0;0
4487558147977;8;11;0;0
4488606966108;7;12;0;0
4489704081321;6;15;0;0
4490797617574;5;14;0;0
4491846001399;5;14;0;0
4492895718370;6;14;0;0
4493970082815;6;20;0;0
4495014725052;10;13;0;0
4496117743151;6;22;0;0
4497165917007;7;18;0;0
4498218269233;6;19;0;0
4499265394927;7;19;0;0
4500316181612;6;19;0;0
4501365108708;7;21;0;0
4502427793108;5;21;0;0
4503475638995;7;17;0;0
4504528958061;7;19;0;0
4505576394732;6;19;0;0
4506668064740;8;12;0;0
4507714796442;7;12;0;0
4508807489332;6;14;0;0
4509846399863;8;14;0;0
4510894326843;9;11;0;0
4511945253120;5;16;0;0
4513037404916;8;13;0;0
4514084714059;8;13;0;0
4515182963534;7;12;0;0
4516235702049;7;14;0;0
4517286757477;5;16;0;0
4518345308696;7;14;0;0
4519395714945;6;16;0;0
4520444916152;7;18;0;0
4521495731594;6;20;0;0
4522555688665;7;17;0;0
4523605958166;6;19;0;0
4524656142496;7;19;0;0
4525715746837;6;19;0;0
4526768633122;5;20;0;0
4527835842499;6;19;0;0
4528886225757;8;14;0;0
4529977298117;6;13;0;0
4531030167342;11;14;0;0
4532093309312;6;16;0;0
